Location,Stake,Ward,AdultVolunteer,YouthVolunteer,Bags,RouteTime,MultiRoute,CompletedRoutes,RouteDoors,OverallTime,Neighbourhood,ID,Latitude,Longitude
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,3,1,18,25,Yes,2,144,30,Crawford Plains,150,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,8,30,No,1,144,30,Crawford Plains,151,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,0,14,24,Yes,2,146,24,Crawford Plains,154,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,26,45,No,1,150,40,Crawford Plains,166,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,25,30,No,1,150,10,Crawford Plains,172,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,6,15,No,1,168,15,Crawford Plains,210,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,3,20,60,Yes,2,194,60,Crawford Plains,255,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,1,23,32,Yes,1,195,32,Crawford Plains,257,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,3,32,52,Yes,1,200,52,Crawford Plains,274,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,2,32,60,Yes,2,215,60,Crawford Plains,311,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,1,15,55,Yes,2,236,55,Crawford Plains,337,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,3,2,30,40,Yes,2,256,40,Crawford Plains,359,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,2,11,30,Yes,2,261,33,Crawford Plains,367,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,27,40,Yes,2,267,40,Crawford Plains,374,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,3,21,50,Yes,2,317,50,Crawford Plains,425,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,37,140,Yes,3,321,140,Crawford Plains,427,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,52,125,Yes,3,324,105,Crawford Plains,428,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,3,40,90,Yes,3,380,90,Crawford Plains,442,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,3,50,90,Yes,3,460,90,Crawford Plains,458,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,16,15,Yes,4,520,54,Crawford Plains,467,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,124,165,Yes,6,759,165,Crawford Plains,475,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,1,120,70,Yes,6,900,77,Crawford Plains,476,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,20,25,Yes,1,180,30,Crawford Plains,479,53.44341912,-113.4026104
Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,150,150,Yes,6,180,150,Crawford Plains,499,53.44341912,-113.4026104
Riverbend Stake Centre,Riverbend Stake,Drayton Valley Ward,4,0,80,120,Yes,4,400,90,Drayton Valley,449,,
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,3,25,35,No,1,19,33,Ellerslie,21,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,65,65,Yes,3,65,65,Ellerslie,53,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,11,15,No,1,165,15,Ellerslie,207,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,1,18,23,No,1,180,23,Ellerslie,237,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,45,90,Yes,1,180,90,Ellerslie,239,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,1,28,27,No,1,184,27,Ellerslie,242,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,14,30,No,1,190,31,Ellerslie,249,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,0,26,40,Yes,2,191,36,Ellerslie,250,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,22,50,No,1,191,50,Ellerslie,252,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,20,60,No,1,197,60,Ellerslie,260,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,25,34,No,1,198,34,Ellerslie,262,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,30,62,No,1,200,63,Ellerslie,272,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,25,45,No,1,200,45,Ellerslie,278,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,18,26,No,1,201,25,Ellerslie,285,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,28,35,No,1,203,35,Ellerslie,289,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,34,28,No,1,203,28,Ellerslie,291,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,10,30,No,1,205,30,Ellerslie,292,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,33,50,Yes,1,207,50,Ellerslie,297,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,40,37,No,1,207,60.10972569,Ellerslie,298,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,2,30,40,No,1,210,45,Ellerslie,304,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,35,60,No,1,214,60,Ellerslie,310,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,20,50,No,1,219,50,Ellerslie,320,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,26,35,No,1,220,35,Ellerslie,324,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,25,25,No,1,226,25,Ellerslie,326,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,40,60,Yes,1,228,53,Ellerslie,328,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,50,45,No,1,236,60,Ellerslie,338,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,40,65,No,1,239,65,Ellerslie,342,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,20,50,Yes,2,260,50,Ellerslie,366,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,50,135,Yes,2,419,135,Ellerslie,451,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,39,45,Yes,2,466,45,Ellerslie,460,53.42974399,-113.448084
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,67,100,Yes,3,501,100,Ellerslie,466,53.42974399,-113.448084
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,2,17,51,No,1,75,54,Forest Heights,58,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,2,15,30,No,1,90,38,Forest Heights,68,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,3,3,30,60,Yes,2,100,73,Forest Heights,81,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,3,18,120,No,1,100,56,Forest Heights,84,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,0,30,30,No,1,115,30,Forest Heights,109,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,3,20,60,No,1,120,60,Forest Heights,115,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,2,10,20,Yes,2,120,20,Forest Heights,117,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,0,16,40,No,1,125,40,Forest Heights,122,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,1,18,45,No,1,125,36,Forest Heights,123,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,0,33,45,Yes,2,130,45,Forest Heights,127,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,3,11,30,Yes,2,170,30,Forest Heights,215,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,4,0,42,60,Yes,2,194,96,Forest Heights,256,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,4,32,45,No,1,200,73,Forest Heights,267,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,3,28,57,Yes,2,200,57,Forest Heights,279,53.54967528,-113.4566867
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,1,40,30,No,1,200,45,Forest Heights,283,53.54967528,-113.4566867
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,40,60,No,1,20,65,Greenfield,23,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,3,27,60,No,1,21,60,Greenfield,26,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,4,45,120,No,1,45,109,Greenfield,47,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,3,39,120,No,1,110,109,Greenfield,94,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,8,20,No,1,150,30,Greenfield,163,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,30,50,No,1,172,50,Greenfield,220,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,4,0,23,45,No,1,192,60,Greenfield,253,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,2,30,25,No,1,196,30,Greenfield,259,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,44,80,No,1,200,80,Greenfield,270,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,10,29,40,Yes,3,200,40,Greenfield,277,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,1,48,44,Yes,2,208,44,Greenfield,303,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,50,270,Yes,1,210,83,Greenfield,306,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,3,0,54,75,No,1,212,80,Greenfield,308,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,1,46,60,No,1,220,60,Greenfield,322,53.47604788,-113.5317413
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,100,90,Yes,2,500,95,Greenfield,465,53.47604788,-113.5317413
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,17,45,No,1,13,60,Griesbach,12,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,15,60,No,1,14,60,Griesbach,15,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,24,30,No,1,20,30,Griesbach,22,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,23,30,No,1,20,30,Griesbach,24,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,2,43,60,Yes,2,40,60,Griesbach,43,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,5,30,No,1,40,30,Griesbach,44,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,7,45,No,1,40,45,Griesbach,45,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,17,60,No,1,50,75,Griesbach,48,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,16,30,No,1,75,30,Griesbach,59,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,7,40,No,1,90,40,Griesbach,66,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,18,55,No,1,90,55,Griesbach,67,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,30,75,No,1,100,75,Griesbach,78,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,9,20,No,1,100,20,Griesbach,82,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,19,30,No,1,100,30,Griesbach,86,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,15,60,No,1,106,50,Griesbach,89,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,3,29,60,No,1,107,60,Griesbach,90,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,5,16,30,No,1,120,30,Griesbach,114,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,10,52,No,1,120,52,Griesbach,116,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,1,14,60,No,1,135,70,Griesbach,131,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,17,15,No,1,140,15,Griesbach,141,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,2,22,60,No,1,150,45,Griesbach,164,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,21,45,Yes,2,150,45,Griesbach,165,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,16,60,No,1,200,50,Griesbach,280,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,4,23,50,No,1,203,50,Griesbach,290,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,1,23,45,No,1,206,45,Griesbach,293,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,21,45,No,1,206,45,Griesbach,295,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,30,105,Yes,3,356,105,Griesbach,436,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,3,35,70,No,1,370,65,Griesbach,438,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,60,120,Yes,2,380,140,Griesbach,443,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,70,150,Yes,3,400,120,Griesbach,446,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,69,150,Yes,3,400,145,Griesbach,448,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,4,80,110,Yes,5,500,105,Griesbach,464,53.6134682,-113.5157507
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,93,120,Yes,3,552,120,Griesbach,469,53.6134682,-113.5157507
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,0,15,45,No,1,15,45,Lee Ridge,18,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,3,23,58,No,1,23,58,Lee Ridge,29,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,0,20,55,No,1,25,55,Lee Ridge,31,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,3,30,35,No,1,30,35,Lee Ridge,38,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,0,18,120,Yes,2,40,120,Lee Ridge,42,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,0,44,75,No,1,125,85,Lee Ridge,121,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,21,35,No,1,139,32,Lee Ridge,139,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,1,4,17,25,No,1,141,22,Lee Ridge,143,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,0,28,70,No,1,142,60,Lee Ridge,144,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,3,37,30,Yes,2,144,30,Lee Ridge,149,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,1,36,40,No,1,145,44,Lee Ridge,153,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,14,60,No,1,147,90,Lee Ridge,156,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,1,4,16,20,Yes,2,147,20,Lee Ridge,157,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,4,14,60,Yes,2,147,85,Lee Ridge,158,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,4,3,26,30,No,1,148,36,Lee Ridge,160,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,2,20,45,No,1,151,123,Lee Ridge,173,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,4,0,24,40,No,1,155,45,Lee Ridge,180,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,3,32,30,No,1,157,45,Lee Ridge,181,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,5,3,24,40,No,1,157,40,Lee Ridge,182,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,15,55,No,1,158,70,Lee Ridge,186,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,20,50,No,1,158,45,Lee Ridge,187,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,0,22,90,Yes,2,158,180,Lee Ridge,188,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,4,30,45,No,1,160,45,Lee Ridge,191,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,0,23,25,No,1,160,25,Lee Ridge,193,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,25,45,No,1,160,120,Lee Ridge,196,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,1,20,60,No,1,161,55,Lee Ridge,197,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,15,45,Yes,2,162,110,Lee Ridge,199,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,0,8,60,No,1,162,60,Lee Ridge,200,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,20,120,Yes,2,163,65,Lee Ridge,202,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,0,23,60,No,1,163,90,Lee Ridge,203,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,30,40,Yes,2,165,90,Lee Ridge,206,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,4,25,35,Yes,2,166,86,Lee Ridge,208,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,20,60,Yes,1,168,65,Lee Ridge,212,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,1,44,60,Yes,1,168,71,Lee Ridge,213,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,4,24,40,No,1,169,40,Lee Ridge,214,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,7,0,17,40,No,1,170,42,Lee Ridge,216,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,35,40,Yes,2,172,60,Lee Ridge,221,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,1,2,32,35,No,1,173,35,Lee Ridge,223,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,3,22,35,Yes,2,207,32,Lee Ridge,300,53.47232073,-113.4502878
Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,2,35,80,Yes,2,330,80,Lee Ridge,430,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,2,68,110,Yes,3,466,145,Lee Ridge,459,53.47232073,-113.4502878
Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,1,23,30,No,1,180,30,Lee Ridge,495,53.47232073,-113.4502878
Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,1,0,2,5,No,1,1,60.10972569,Londonderry,2,53.60350327,-113.4639622
Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,1,3,7,30,No,1,7,30,Londonderry,3,53.60119587,-113.4562888
Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,2,2,12,30,No,1,12,60.10972569,Londonderry,8,53.60012247,-113.4440169
Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,4,0,17,30,No,1,17,60.10972569,Londonderry,19,53.59994813,-113.4466297
Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,2,0,32,45,No,1,27,60.10972569,Londonderry,36,53.60401467,-113.4589891
